Chimwemwe  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Chimwemwe  Yesterday
18:30  -  18:44,82449548,Copperbelt,Ndola,Urban,Female,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:15  -  19:29,82449548,Copperbelt,Ndola,Urban,Female,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
6:15  -  6:29,82452100,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:30  -  6:44,82452100,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,82452100,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,25 – 34,"6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:00  -  6:14,82460105,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:15  -  6:29,82460105,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:30  -  6:44,82460105,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,82460105,Copperbelt,Ndola,Urban,Male,1,One,AB,Some high school,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
20:00  -  20:14,82462232,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,12:15  -  12:29,17:00  -  17:14,20:00  -  20:14"
7:00  -  7:14,82462232,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,12:15  -  12:29,17:00  -  17:14,20:00  -  20:14"
17:00  -  17:14,82462232,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,12:15  -  12:29,17:00  -  17:14,20:00  -  20:14"
12:15  -  12:29,82462232,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,12:15  -  12:29,17:00  -  17:14,20:00  -  20:14"
12:00  -  12:14,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
12:15  -  12:29,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
12:45  -  12:59,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
12:30  -  12:44,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
13:15  -  13:29,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
13:00  -  13:14,82470056,Copperbelt,Ndola,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29"
18:45  -  18:59,82534515,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:00  -  18:14,82534515,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:30  -  18:44,82534515,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
18:15  -  18:29,82534515,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
6:00  -  6:14,82538398,Copperbelt,Ndola,Urban,Female,1,One,C1,Some high school,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
5:45  -  5:59,82538398,Copperbelt,Ndola,Urban,Female,1,One,C1,Some high school,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
5:30  -  5:44,82538398,Copperbelt,Ndola,Urban,Female,1,One,C1,Some high school,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
7:45  -  7:59,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
7:15  -  7:29,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
7:30  -  7:44,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
7:00  -  7:14,82541841,Copperbelt,Ndola,Urban,Male,1,None,C1,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C1,Refusal [Do not show],Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
10:45  -  10:59,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
10:30  -  10:44,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
11:00  -  11:14,82543554,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
8:15  -  8:29,82546841,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
8:30  -  8:44,82546841,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
8:45  -  8:59,82546841,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
8:00  -  8:14,82546841,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
19:15  -  19:29,82549151,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:30  -  19:44,82549151,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
20:00  -  20:14,82549151,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
19:45  -  19:59,82549151,Copperbelt,Ndola,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
6:00  -  6:14,82620244,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:15  -  6:29,82620244,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:30  -  6:44,82620244,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
6:45  -  6:59,82620244,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Completed high School,Other Christian,Student,AB,Refusal [Do not show],Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59"
